診療科名,曜日,受付h,初再診区分,紹介状有無,件数
一般消化器外科,4,13,再診,紹介状無し,2
一般消化器外科,4,13,初診,紹介状あり,2
一般消化器外科,4,14,再診,紹介状無し,1
一般消化器外科,4,15,再診,紹介状無し,1
一般消化器外科,4,16,再診,紹介状無し,1
一般消化器外科,4,17,再診,紹介状無し,1
一般消化器外科,4,18,再診,紹介状あり,1
一般消化器外科,4,18,再診,紹介状無し,1
一般消化器外科,4,19,再診,紹介状無し,1
一般消化器外科,4,20,再診,紹介状無し,1
一般消化器外科,5,5,再診,紹介状無し,1
一般消化器外科,5,12,再診,紹介状無し,1
一般消化器外科,5,14,再診,紹介状無し,1
一般消化器外科,6,12,初診,紹介状無し,1
中央処置室,0,8,再診,紹介状無し,12
中央処置室,0,9,再診,紹介状無し,18
中央処置室,0,10,再診,紹介状無し,4
中央処置室,0,11,再診,紹介状無し,5
中央処置室,0,12,再診,紹介状無し,4
中央処置室,1,8,再診,紹介状無し,13
中央処置室,1,9,再診,紹介状無し,5
中央処置室,1,10,再診,紹介状無し,5
中央処置室,1,11,再診,紹介状無し,3
中央処置室,1,12,再診,紹介状無し,3
中央処置室,1,13,再診,紹介状無し,1
中央処置室,2,0,再診,紹介状無し,2
中央処置室,2,8,再診,紹介状無し,2
中央処置室,2,9,再診,紹介状無し,4
中央処置室,2,10,再診,紹介状無し,6
中央処置室,2,11,再診,紹介状無し,4
中央処置室,2,12,再診,紹介状無し,2
中央処置室,2,13,再診,紹介状無し,1
中央処置室,2,14,再診,紹介状無し,2
中央処置室,2,16,再診,紹介状無し,1
中央処置室,3,8,再診,紹介状無し,14
中央処置室,3,9,再診,紹介状無し,7
中央処置室,3,10,再診,紹介状無し,3
中央処置室,3,11,再診,紹介状無し,5
中央処置室,3,12,再診,紹介状無し,2
中央処置室,3,13,再診,紹介状無し,3
中央処置室,4,0,再診,紹介状無し,4
中央処置室,4,8,再診,紹介状無し,12
中央処置室,4,9,再診,紹介状無し,13
中央処置室,4,10,再診,紹介状無し,1
中央処置室,4,11,再診,紹介状無し,2
中央処置室,4,13,再診,紹介状無し,7
中央処置室,4,14,再診,紹介状無し,2
中央処置室,4,15,再診,紹介状無し,1
乳腺外科,0,0,再診,紹介状無し,6
乳腺外科,0,8,再診,紹介状無し,98
乳腺外科,0,8,初診,紹介状あり,2
乳腺外科,0,9,再診,紹介状無し,147
乳腺外科,0,9,初診,紹介状あり,9
乳腺外科,0,10,再診,紹介状無し,91
乳腺外科,0,10,初診,紹介状あり,3
乳腺外科,0,10,初診,紹介状無し,1
乳腺外科,0,11,再診,紹介状無し,35
乳腺外科,0,11,初診,紹介状あり,6
乳腺外科,0,12,再診,紹介状無し,16
乳腺外科,0,13,再診,紹介状無し,16
乳腺外科,0,14,再診,紹介状無し,22
乳腺外科,0,15,再診,紹介状無し,12
乳腺外科,0,16,再診,紹介状無し,2
乳腺外科,1,0,再診,紹介状無し,15
乳腺外科,1,4,再診,紹介状無し,1
乳腺外科,1,8,再診,紹介状無し,99
乳腺外科,1,9,再診,紹介状無し,116
乳腺外科,1,9,初診,紹介状あり,3
乳腺外科,1,9,初診,紹介状無し,1
乳腺外科,1,10,再診,紹介状無し,81
乳腺外科,1,10,初診,紹介状あり,3
乳腺外科,1,11,再診,紹介状無し,40
乳腺外科,1,12,再診,紹介状無し,33
乳腺外科,1,12,初診,紹介状あり,1
乳腺外科,1,13,再診,紹介状無し,41
乳腺外科,1,13,初診,紹介状あり,1
乳腺外科,1,14,再診,紹介状無し,15
乳腺外科,1,15,再診,紹介状無し,2
乳腺外科,2,0,再診,紹介状無し,10
乳腺外科,2,8,再診,紹介状無し,93
乳腺外科,2,8,初診,紹介状あり,1
乳腺外科,2,9,再診,紹介状無し,83
乳腺外科,2,9,初診,紹介状あり,2
乳腺外科,2,10,再診,紹介状無し,57
乳腺外科,2,10,初診,紹介状あり,4
乳腺外科,2,11,再診,紹介状無し,25
乳腺外科,2,11,初診,紹介状あり,2
乳腺外科,2,12,再診,紹介状無し,21
乳腺外科,2,13,再診,紹介状無し,19
乳腺外科,2,14,再診,紹介状無し,7
乳腺外科,2,15,再診,紹介状無し,3
乳腺外科,2,16,再診,紹介状無し,1
乳腺外科,3,0,再診,紹介状無し,2
乳腺外科,3,8,再診,紹介状無し,20
乳腺外科,3,9,再診,紹介状無し,20
乳腺外科,3,9,初診,紹介状あり,1
乳腺外科,3,10,再診,紹介状無し,14
乳腺外科,3,11,再診,紹介状無し,11
乳腺外科,3,12,再診,紹介状無し,7
乳腺外科,3,13,再診,紹介状無し,6
乳腺外科,3,15,再診,紹介状無し,5
乳腺外科,4,0,再診,紹介状無し,11
乳腺外科,4,8,再診,紹介状無し,112
乳腺外科,4,8,初診,紹介状あり,1
乳腺外科,4,9,再診,紹介状無し,93
乳腺外科,4,9,初診,紹介状あり,8
乳腺外科,4,9,初診,紹介状無し,1
乳腺外科,4,10,再診,紹介状無し,65
乳腺外科,4,10,初診,紹介状あり,3
乳腺外科,4,11,再診,紹介状無し,17
乳腺外科,4,11,初診,紹介状あり,3
乳腺外科,4,12,再診,紹介状無し,6
乳腺外科,4,13,再診,紹介状無し,12
乳腺外科,4,14,再診,紹介状無し,8
乳腺外科,4,15,再診,紹介状無し,3
乳腺外科,4,16,再診,紹介状無し,4
乳腺外科,5,0,再診,紹介状無し,1
乳腺外科,5,9,再診,紹介状無し,2
乳腺外科,5,15,再診,紹介状無し,4
乳腺外科,6,15,再診,紹介状無し,1
乳腺外科,6,18,再診,紹介状無し,1
乳腺外科,6,20,再診,紹介状無し,1
健診センター,1,8,再診,紹介状無し,14
健診センター,1,12,再診,紹介状無し,1
健診センター,1,14,再診,紹介状無し,3
健診センター,2,0,再診,紹介状無し,7
健診センター,2,8,再診,紹介状無し,10
健診センター,3,0,再診,紹介状無し,1
健診センター,3,8,再診,紹介状無し,12
健診センター,3,10,再診,紹介状無し,1
健診センター,4,8,再診,紹介状無し,11
入退院支援センター,0,8,再診,紹介状無し,21
入退院支援センター,0,9,再診,紹介状無し,43
入退院支援センター,0,10,再診,紹介状無し,27
入退院支援センター,0,11,再診,紹介状無し,15
入退院支援センター,0,12,再診,紹介状無し,26
入退院支援センター,0,13,再診,紹介状無し,14
入退院支援センター,0,14,再診,紹介状無し,14
入退院支援センター,0,15,再診,紹介状無し,6
入退院支援センター,0,16,再診,紹介状無し,2
入退院支援センター,1,8,再診,紹介状無し,11
入退院支援センター,1,9,再診,紹介状無し,30
入退院支援センター,1,10,再診,紹介状無し,30
入退院支援センター,1,11,再診,紹介状無し,19
入退院支援センター,1,12,再診,紹介状無し,18
入退院支援センター,1,13,再診,紹介状無し,16
入退院支援センター,1,14,再診,紹介状無し,8
入退院支援センター,1,15,再診,紹介状無し,5
入退院支援センター,1,16,再診,紹介状無し,2
入退院支援センター,2,8,再診,紹介状無し,11
入退院支援センター,2,9,再診,紹介状無し,26
入退院支援センター,2,10,再診,紹介状無し,34
入退院支援センター,2,11,再診,紹介状無し,24
入退院支援センター,2,12,再診,紹介状無し,21
入退院支援センター,2,13,再診,紹介状無し,6
入退院支援センター,2,14,再診,紹介状無し,5
入退院支援センター,2,15,再診,紹介状無し,6
入退院支援センター,2,16,再診,紹介状無し,1
入退院支援センター,3,8,再診,紹介状無し,25
入退院支援センター,3,9,再診,紹介状無し,38
入退院支援センター,3,10,再診,紹介状無し,20
入退院支援センター,3,11,再診,紹介状無し,14
入退院支援センター,3,12,再診,紹介状無し,21
入退院支援センター,3,13,再診,紹介状無し,19
入退院支援センター,3,14,再診,紹介状無し,7
入退院支援センター,3,15,再診,紹介状無し,2
入退院支援センター,3,16,再診,紹介状無し,1
入退院支援センター,4,8,再診,紹介状無し,13
入退院支援センター,4,9,再診,紹介状無し,28
入退院支援センター,4,10,再診,紹介状無し,29
入退院支援センター,4,11,再診,紹介状無し,23
入退院支援センター,4,12,再診,紹介状無し,20
入退院支援センター,4,13,再診,紹介状無し,17
入退院支援センター,4,14,再診,紹介状無し,5
入退院支援センター,4,15,再診,紹介状無し,3
入退院支援センター,4,16,再診,紹介状無し,4
内科,0,0,初診,紹介状無し,1
内科,0,1,初診,紹介状無し,1
内科,0,3,再診,紹介状無し,2
内科,0,3,初診,紹介状無し,3
内科,0,6,初診,紹介状無し,1
内科,0,7,初診,紹介状無し,1
内科,0,8,再診,紹介状無し,1
内科,0,8,初診,紹介状無し,1
内科,0,12,初診,紹介状あり,1
内科,0,17,再診,紹介状無し,4
内科,0,17,初診,紹介状あり,1
内科,0,17,初診,紹介状無し,1
内科,0,18,再診,紹介状無し,2
内科,0,18,初診,紹介状あり,1
内科,0,18,初診,紹介状無し,3
内科,0,19,再診,紹介状無し,4
内科,0,19,初診,紹介状無し,3
内科,0,20,初診,紹介状無し,4
内科,0,21,再診,紹介状無し,2
内科,0,21,初診,紹介状無し,3
内科,0,22,再診,紹介状無し,1
内科,0,22,初診,紹介状無し,2
内科,0,23,再診,紹介状無し,1
内科,0,23,初診,紹介状無し,2
内科,1,0,再診,紹介状無し,2
内科,1,1,初診,紹介状無し,4
内科,1,3,初診,紹介状無し,1
内科,1,5,再診,紹介状無し,2
内科,1,6,初診,紹介状無し,2
内科,1,7,再診,紹介状無し,2
内科,1,7,初診,紹介状無し,1
内科,1,10,初診,紹介状あり,1
内科,1,11,再診,紹介状無し,1
内科,1,17,再診,紹介状無し,1
内科,1,18,初診,紹介状あり,1
内科,1,18,初診,紹介状無し,1
内科,1,19,再診,紹介状無し,1
内科,1,19,初診,紹介状無し,4
内科,1,21,再診,紹介状無し,1
内科,1,21,初診,紹介状無し,7
内科,1,22,再診,紹介状無し,2
内科,1,23,再診,紹介状無し,1
内科,1,23,初診,紹介状無し,2
内科,2,1,再診,紹介状無し,1
内科,2,3,初診,紹介状無し,3
内科,2,4,再診,紹介状あり,1
内科,2,4,再診,紹介状無し,1
内科,2,4,初診,紹介状無し,1
内科,2,8,再診,紹介状無し,2
内科,2,11,再診,紹介状あり,1
内科,2,12,初診,紹介状無し,1
内科,2,13,初診,紹介状無し,1
内科,2,15,再診,紹介状無し,1
内科,2,16,初診,紹介状あり,1
内科,2,17,再診,紹介状無し,3
内科,2,17,初診,紹介状あり,1
内科,2,18,再診,紹介状無し,3
内科,2,18,初診,紹介状あり,1
内科,2,19,初診,紹介状無し,5
内科,2,20,再診,紹介状無し,3
内科,2,20,初診,紹介状無し,2
内科,2,22,再診,紹介状無し,2
内科,2,22,初診,紹介状無し,2
内科,2,23,再診,紹介状無し,1
内科,2,23,初診,紹介状無し,1
内科,3,0,再診,紹介状無し,1
内科,3,3,再診,紹介状無し,1
内科,3,5,初診,紹介状無し,1
内科,3,7,再診,紹介状無し,1
内科,3,8,初診,紹介状無し,1
内科,3,11,初診,紹介状無し,1
内科,3,17,再診,紹介状無し,1
内科,3,17,初診,紹介状無し,1
内科,3,18,再診,紹介状無し,2
内科,3,18,初診,紹介状あり,1
内科,3,18,初診,紹介状無し,1
内科,3,19,再診,紹介状あり,1
内科,3,19,再診,紹介状無し,1
内科,3,19,初診,紹介状無し,1
内科,3,20,再診,紹介状無し,4
内科,3,20,初診,紹介状あり,1
内科,3,20,初診,紹介状無し,2
内科,3,22,初診,紹介状無し,2
内科,3,23,初診,紹介状無し,2
内科,4,1,初診,紹介状無し,2
内科,4,3,再診,紹介状無し,1
内科,4,4,初診,紹介状無し,4
内科,4,7,再診,紹介状無し,1
内科,4,7,初診,紹介状無し,1
内科,4,10,初診,紹介状あり,2
内科,4,11,初診,紹介状無し,1
内科,4,13,初診,紹介状あり,2
内科,4,13,初診,紹介状無し,1
内科,4,17,再診,紹介状あり,1
内科,4,17,再診,紹介状無し,3
内科,4,18,再診,紹介状あり,1
内科,4,18,初診,紹介状無し,1
内科,4,19,再診,紹介状無し,5
内科,4,19,初診,紹介状無し,4
内科,4,20,再診,紹介状無し,2
内科,4,20,初診,紹介状あり,1
内科,4,20,初診,紹介状無し,1
内科,4,21,再診,紹介状無し,2
内科,4,21,初診,紹介状無し,1
内科,4,22,再診,紹介状無し,1
内科,4,22,初診,紹介状無し,1
内科,4,23,再診,紹介状無し,2
内科,5,0,再診,紹介状無し,1
内科,5,0,初診,紹介状無し,1
内科,5,1,初診,紹介状無し,2
内科,5,3,再診,紹介状無し,1
内科,5,4,再診,紹介状無し,1
内科,5,4,初診,紹介状無し,1
内科,5,5,初診,紹介状無し,1
内科,5,6,再診,紹介状無し,2
内科,5,8,再診,紹介状無し,1
内科,5,9,再診,紹介状あり,1
内科,5,9,再診,紹介状無し,1
内科,5,10,再診,紹介状無し,1
内科,5,11,再診,紹介状あり,2
内科,5,11,再診,紹介状無し,1
内科,5,12,再診,紹介状無し,1
内科,5,13,再診,紹介状無し,2
内科,5,14,再診,紹介状無し,1
内科,5,14,初診,紹介状あり,2
内科,5,15,再診,紹介状無し,1
内科,5,15,初診,紹介状無し,1
内科,5,16,再診,紹介状あり,1
内科,5,16,再診,紹介状無し,1
内科,5,17,再診,紹介状あり,1
