診療科名,予約担当者匿名ID,曜日,初再診区分,紹介状有無,件数
リウマチ膠原病内科,DR_RH008,3,再診,紹介状無し,11
リウマチ膠原病内科,DR_RH008,3,初診,紹介状あり,1
リウマチ膠原病内科,DR_RH009,2,再診,紹介状無し,113
リウマチ膠原病内科,DR_RH009,2,初診,紹介状あり,3
リウマチ膠原病内科,DR_RH009,3,再診,紹介状無し,98
リウマチ膠原病内科,DR_RH009,3,初診,紹介状あり,8
リウマチ膠原病内科,DR_RH009,4,再診,紹介状無し,91
リウマチ膠原病内科,DR_RH009,4,初診,紹介状あり,6
リウマチ膠原病内科,DR_RH010,1,再診,紹介状無し,96
リウマチ膠原病内科,DR_RH010,2,再診,紹介状無し,36
リウマチ膠原病内科,DR_RH011,0,再診,紹介状無し,5
リウマチ膠原病内科,DR_RH011,4,再診,紹介状無し,5
リウマチ膠原病内科,DR_RH012,2,再診,紹介状無し,1
リウマチ膠原病内科,DR_RH012,3,再診,紹介状無し,1
リウマチ膠原病内科,DR_RH013,0,再診,紹介状無し,7
リウマチ膠原病内科,,3,再診,紹介状無し,1
一般消化器外科,DR_BR005,0,再診,紹介状無し,7
一般消化器外科,DR_BR005,1,再診,紹介状無し,7
一般消化器外科,DR_BR005,2,再診,紹介状無し,7
一般消化器外科,DR_BR005,3,再診,紹介状無し,1
一般消化器外科,DR_BR005,4,再診,紹介状無し,9
一般消化器外科,DR_GS001,2,再診,紹介状無し,199
一般消化器外科,DR_GS001,2,初診,紹介状あり,6
一般消化器外科,DR_GS001,2,初診,紹介状無し,5
一般消化器外科,DR_GS002,1,再診,紹介状無し,107
一般消化器外科,DR_GS002,1,初診,紹介状あり,4
一般消化器外科,DR_GS003,0,再診,紹介状あり,1
一般消化器外科,DR_GS003,0,再診,紹介状無し,63
一般消化器外科,DR_GS003,0,初診,紹介状あり,1
一般消化器外科,DR_GS003,3,再診,紹介状無し,176
一般消化器外科,DR_GS003,3,初診,紹介状あり,10
一般消化器外科,DR_GS003,3,初診,紹介状無し,1
一般消化器外科,DR_GS004,1,再診,紹介状無し,69
一般消化器外科,DR_GS004,1,初診,紹介状あり,2
一般消化器外科,DR_GS005,3,再診,紹介状無し,46
一般消化器外科,DR_GS005,3,初診,紹介状あり,4
一般消化器外科,DR_GS006,3,再診,紹介状無し,104
一般消化器外科,DR_GS006,3,初診,紹介状あり,3
一般消化器外科,DR_GS007,0,再診,紹介状無し,5
一般消化器外科,DR_GS007,1,再診,紹介状無し,10
一般消化器外科,DR_GS007,2,再診,紹介状無し,10
一般消化器外科,DR_GS007,3,再診,紹介状無し,13
一般消化器外科,DR_GS007,4,再診,紹介状無し,11
一般消化器外科,DR_GS008,2,再診,紹介状無し,47
一般消化器外科,DR_GS009,0,再診,紹介状無し,40
一般消化器外科,DR_GS009,0,初診,紹介状あり,1
一般消化器外科,DR_GS009,4,再診,紹介状無し,40
一般消化器外科,DR_GS009,4,初診,紹介状あり,4
一般消化器外科,DR_GS011,0,再診,紹介状無し,6
一般消化器外科,DR_GS011,1,再診,紹介状無し,5
一般消化器外科,DR_GS011,2,再診,紹介状無し,2
一般消化器外科,DR_GS011,3,再診,紹介状無し,10
一般消化器外科,DR_GS011,4,再診,紹介状無し,5
一般消化器外科,DR_GS012,1,再診,紹介状無し,1
一般消化器外科,DR_GS012,3,再診,紹介状無し,15
一般消化器外科,DR_GS013,1,再診,紹介状無し,3
一般消化器外科,DR_GS013,3,再診,紹介状無し,1
一般消化器外科,DR_GS013,4,再診,紹介状無し,1
一般消化器外科,DR_GS014,0,再診,紹介状無し,1
一般消化器外科,DR_GS014,0,初診,紹介状あり,1
一般消化器外科,DR_GS014,0,初診,紹介状無し,1
一般消化器外科,DR_GS014,1,再診,紹介状無し,1
一般消化器外科,DR_GS014,1,初診,紹介状無し,1
一般消化器外科,DR_GS014,2,初診,紹介状あり,2
一般消化器外科,DR_GS014,2,初診,紹介状無し,1
一般消化器外科,DR_GS014,3,再診,紹介状無し,1
一般消化器外科,DR_GS014,3,初診,紹介状無し,2
一般消化器外科,DR_GS014,4,再診,紹介状無し,2
一般消化器外科,DR_GS014,4,初診,紹介状あり,1
一般消化器外科,DR_GS014,4,初診,紹介状無し,2
一般消化器外科,DR_GS014,5,再診,紹介状あり,1
一般消化器外科,DR_GS014,5,再診,紹介状無し,5
一般消化器外科,DR_GS014,5,初診,紹介状あり,1
一般消化器外科,DR_GS014,6,再診,紹介状無し,1
一般消化器外科,DR_GS014,6,初診,紹介状無し,3
一般消化器外科,DR_GS015,0,再診,紹介状無し,45
一般消化器外科,DR_GS015,0,初診,紹介状あり,1
一般消化器外科,DR_GS016,4,再診,紹介状無し,20
一般消化器外科,DR_GS016,4,初診,紹介状あり,3
一般消化器外科,DR_GS017,4,再診,紹介状無し,1
一般消化器外科,,0,再診,紹介状無し,1
一般消化器外科,,4,再診,紹介状無し,3
中央処置室,DR_XX002,0,再診,紹介状無し,28
中央処置室,DR_XX002,1,再診,紹介状無し,37
中央処置室,DR_XX002,2,再診,紹介状無し,30
中央処置室,DR_XX002,3,再診,紹介状無し,31
中央処置室,DR_XX002,4,再診,紹介状無し,23
乳腺外科,DR_BR002,2,再診,紹介状無し,3
乳腺外科,DR_BR002,2,初診,紹介状あり,4
乳腺外科,DR_BR002,4,再診,紹介状無し,1
乳腺外科,DR_BR002,4,初診,紹介状あり,4
乳腺外科,DR_BR005,0,再診,紹介状無し,1
乳腺外科,DR_BR005,2,再診,紹介状無し,1
乳腺外科,DR_BR005,4,再診,紹介状無し,1
乳腺外科,DR_BR006,0,再診,紹介状無し,279
乳腺外科,DR_BR006,0,初診,紹介状あり,10
乳腺外科,DR_BR006,0,初診,紹介状無し,2
乳腺外科,DR_BR006,2,再診,紹介状無し,415
乳腺外科,DR_BR006,2,初診,紹介状あり,14
乳腺外科,DR_BR006,2,初診,紹介状無し,2
乳腺外科,DR_BR006,4,再診,紹介状無し,332
乳腺外科,DR_BR006,4,初診,紹介状あり,17
乳腺外科,DR_BR006,4,初診,紹介状無し,2
乳腺外科,DR_BR008,1,再診,紹介状無し,79
乳腺外科,DR_BR008,1,初診,紹介状あり,5
乳腺外科,DR_BR009,1,再診,紹介状無し,5
乳腺外科,DR_BR009,2,再診,紹介状無し,5
乳腺外科,DR_BR009,3,再診,紹介状無し,1
乳腺外科,DR_BR009,4,再診,紹介状無し,1
乳腺外科,DR_BR010,2,再診,紹介状無し,1
乳腺外科,DR_BR010,3,再診,紹介状無し,1
乳腺外科,DR_BR011,0,再診,紹介状無し,2
乳腺外科,DR_BR011,5,再診,紹介状無し,1
乳腺外科,DR_BR011,6,再診,紹介状無し,4
乳腺外科,DR_BR012,0,再診,紹介状無し,2
乳腺外科,DR_BR012,1,再診,紹介状無し,3
乳腺外科,DR_BR012,4,再診,紹介状無し,4
乳腺外科,DR_BR013,1,再診,紹介状無し,3
乳腺外科,DR_BR013,1,初診,紹介状あり,3
乳腺外科,DR_BR013,3,再診,紹介状無し,9
乳腺外科,DR_BR014,0,再診,紹介状無し,27
乳腺外科,DR_BR014,0,初診,紹介状あり,1
乳腺外科,DR_BR014,1,再診,紹介状無し,374
乳腺外科,DR_BR014,1,初診,紹介状あり,4
乳腺外科,DR_BR015,3,再診,紹介状無し,88
乳腺外科,DR_BR015,3,初診,紹介状あり,3
健診センター,DR_XX012,1,再診,紹介状無し,21
健診センター,DR_XX012,2,再診,紹介状無し,34
健診センター,DR_XX012,3,再診,紹介状無し,25
健診センター,DR_XX012,4,再診,紹介状無し,21
入退院支援センター,DR_AD001,0,再診,紹介状無し,109
入退院支援センター,DR_AD001,1,再診,紹介状無し,136
入退院支援センター,DR_AD001,2,再診,紹介状無し,172
入退院支援センター,DR_AD001,3,再診,紹介状無し,168
入退院支援センター,DR_AD001,4,再診,紹介状無し,157
内科,DR_IM001,0,再診,紹介状あり,3
内科,DR_IM001,0,再診,紹介状無し,17
内科,DR_IM001,0,初診,紹介状あり,2
内科,DR_IM001,0,初診,紹介状無し,27
内科,DR_IM001,1,再診,紹介状あり,1
内科,DR_IM001,1,再診,紹介状無し,24
内科,DR_IM001,1,初診,紹介状あり,1
内科,DR_IM001,1,初診,紹介状無し,17
内科,DR_IM001,2,再診,紹介状あり,1
内科,DR_IM001,2,再診,紹介状無し,19
内科,DR_IM001,2,初診,紹介状あり,3
内科,DR_IM001,2,初診,紹介状無し,18
内科,DR_IM001,3,再診,紹介状あり,4
内科,DR_IM001,3,再診,紹介状無し,15
内科,DR_IM001,3,初診,紹介状あり,3
内科,DR_IM001,3,初診,紹介状無し,28
内科,DR_IM001,4,再診,紹介状あり,5
内科,DR_IM001,4,再診,紹介状無し,26
内科,DR_IM001,4,初診,紹介状あり,4
内科,DR_IM001,4,初診,紹介状無し,33
内科,DR_IM001,5,再診,紹介状あり,2
内科,DR_IM001,5,再診,紹介状無し,33
内科,DR_IM001,5,初診,紹介状あり,4
内科,DR_IM001,5,初診,紹介状無し,33
内科,DR_IM001,6,再診,紹介状あり,3
内科,DR_IM001,6,再診,紹介状無し,26
内科,DR_IM001,6,初診,紹介状あり,4
内科,DR_IM001,6,初診,紹介状無し,39
呼吸器内科,DR_AL001,4,再診,紹介状無し,71
呼吸器内科,DR_AL001,4,初診,紹介状あり,13
呼吸器内科,DR_AL002,1,再診,紹介状無し,100
呼吸器内科,DR_AL002,1,初診,紹介状あり,4
呼吸器内科,DR_AL002,1,初診,紹介状無し,2
呼吸器内科,DR_AL002,3,再診,紹介状無し,91
呼吸器内科,DR_RS2002,2,再診,紹介状無し,9
呼吸器内科,DR_RS2003,2,再診,紹介状無し,81
呼吸器内科,DR_RS2003,2,初診,紹介状あり,5
呼吸器内科,DR_RS2003,2,初診,紹介状無し,2
呼吸器内科,DR_RS2003,3,再診,紹介状無し,106
呼吸器内科,DR_RS2003,3,初診,紹介状あり,9
呼吸器内科,DR_RS2004,0,再診,紹介状無し,49
呼吸器内科,DR_RS2004,1,再診,紹介状無し,55
呼吸器内科,DR_RS2004,2,再診,紹介状無し,75
呼吸器内科,DR_RS2004,3,再診,紹介状無し,69
呼吸器内科,DR_RS2004,4,再診,紹介状無し,39
呼吸器内科,DR_RS2005,1,再診,紹介状無し,125
呼吸器内科,DR_RS2005,1,初診,紹介状あり,7
呼吸器内科,DR_RS2006,0,再診,紹介状無し,66
呼吸器内科,DR_RS2006,0,初診,紹介状あり,3
呼吸器内科,DR_RS2006,2,再診,紹介状無し,81
呼吸器内科,DR_RS2006,2,初診,紹介状あり,4
呼吸器内科,DR_RS2007,0,再診,紹介状無し,21
呼吸器内科,DR_RS2008,0,再診,紹介状無し,20
呼吸器内科,DR_RS2008,0,初診,紹介状あり,2
呼吸器内科,DR_RS2008,4,再診,紹介状無し,42
呼吸器内科,DR_RS2008,4,初診,紹介状あり,4
呼吸器内科,DR_RS2009,0,再診,紹介状無し,15
呼吸器内科,DR_RS2009,0,初診,紹介状あり,2
呼吸器内科,DR_RS2009,1,再診,紹介状あり,1
呼吸器内科,DR_RS2009,1,再診,紹介状無し,16
呼吸器内科,DR_RS2009,1,初診,紹介状あり,5
呼吸器内科,DR_RS2009,2,再診,紹介状無し,16
呼吸器内科,DR_RS2009,2,初診,紹介状あり,3
呼吸器内科,DR_RS2009,3,再診,紹介状無し,14
呼吸器内科,DR_RS2009,3,初診,紹介状あり,3
呼吸器内科,DR_RS2009,4,再診,紹介状あり,1
呼吸器内科,DR_RS2009,4,再診,紹介状無し,17
呼吸器内科,DR_RS2009,4,初診,紹介状あり,5
呼吸器内科,DR_RS2009,4,初診,紹介状無し,1
呼吸器内科,DR_RS2010,1,再診,紹介状無し,21
呼吸器内科,DR_RS2010,1,初診,紹介状あり,4
呼吸器内科,DR_RS2010,4,再診,紹介状無し,52
呼吸器内科,DR_RS2011,0,再診,紹介状無し,1
呼吸器内科,DR_RS2011,1,再診,紹介状無し,1
呼吸器内科,DR_RS2011,2,再診,紹介状無し,1
呼吸器内科,DR_RS2011,2,初診,紹介状あり,2
呼吸器内科,DR_RS2011,3,再診,紹介状無し,1
呼吸器内科,DR_RS2011,4,再診,紹介状無し,2
呼吸器内科,DR_RS2011,5,再診,紹介状無し,6
呼吸器内科,DR_RS2013,0,再診,紹介状無し,3
呼吸器内科,DR_RS2013,1,再診,紹介状無し,2
呼吸器内科,DR_RS2013,2,再診,紹介状無し,3
呼吸器内科,DR_RS2013,3,再診,紹介状無し,3
呼吸器内科,DR_RS2013,4,再診,紹介状無し,5
呼吸器内科,,4,再診,紹介状無し,2
呼吸器外科,DR_RS2001,2,再診,紹介状無し,57
呼吸器外科,DR_RS2001,2,初診,紹介状あり,1
呼吸器外科,DR_RS2001,3,再診,紹介状無し,37
呼吸器外科,DR_RS2001,3,初診,紹介状あり,1
呼吸器外科,DR_RS2012,0,再診,紹介状無し,37
呼吸器外科,DR_RS2012,0,初診,紹介状あり,1
呼吸器外科,DR_RS2012,3,再診,紹介状無し,66
呼吸器外科,DR_RS2012,3,初診,紹介状あり,3
呼吸器外科,DR_RS2014,0,初診,紹介状あり,1
呼吸器外科,DR_RS2014,2,再診,紹介状無し,2
呼吸器外科,DR_RS2014,3,再診,紹介状無し,3
呼吸器外科,DR_RS2014,4,再診,紹介状無し,1
呼吸器外科,DR_RS2017,0,再診,紹介状無し,1
呼吸器外科,DR_XX022,4,再診,紹介状無し,8
外来手術室,DR_OT001,0,再診,紹介状無し,33
外来手術室,DR_OT001,1,再診,紹介状無し,46
外来手術室,DR_OT001,2,再診,紹介状無し,71
外来手術室,DR_OT001,3,再診,紹介状無し,41
外来手術室,DR_OT001,4,再診,紹介状無し,64
外来手術室,DR_OT002,0,再診,紹介状無し,43
外来手術室,DR_OT002,2,再診,紹介状無し,27
外来手術室,DR_OT002,3,再診,紹介状無し,23
外来手術室,DR_OT002,4,再診,紹介状無し,19
外来手術室,DR_OT003,0,再診,紹介状無し,6
外来手術室,DR_OT003,1,再診,紹介状無し,5
外来手術室,DR_OT003,2,再診,紹介状無し,5
外来手術室,DR_OT003,4,再診,紹介状無し,6
外来手術室,DR_OT004,0,再診,紹介状無し,5
外来手術室,DR_OT004,4,再診,紹介状無し,7
外来手術室,DR_OT005,0,再診,紹介状無し,12
外来手術室,DR_OT005,3,再診,紹介状無し,11
外来手術室,DR_OT006,4,再診,紹介状無し,2
外来手術室,DR_OT007,2,再診,紹介状無し,13
外来手術室,DR_OT008,0,再診,紹介状無し,2
外来手術室,DR_OT008,1,再診,紹介状無し,1
外来手術室,DR_OT008,3,再診,紹介状無し,1
外来手術室,DR_OT008,4,再診,紹介状無し,1
外来手術室,DR_OT009,1,再診,紹介状無し,5
外来手術室,DR_OT009,3,再診,紹介状無し,9
外来手術室,DR_OT010,2,再診,紹介状無し,3
外来手術室,DR_OT011,0,再診,紹介状無し,1
外来手術室,DR_OT011,3,再診,紹介状無し,1
外来手術室,DR_OT012,1,再診,紹介状無し,9
外来手術室,DR_OT013,3,再診,紹介状無し,4
外来手術室,DR_OT014,4,再診,紹介状無し,6
外来手術室,DR_OT015,2,再診,紹介状無し,4
外来手術室,DR_OT016,1,再診,紹介状無し,8
外来手術室,DR_OT017,0,再診,紹介状無し,2
外来手術室,DR_OT018,3,再診,紹介状無し,1
小児科,DR_PD001,0,再診,紹介状無し,14
小児科,DR_PD001,0,初診,紹介状あり,2
小児科,DR_PD001,1,再診,紹介状無し,15
小児科,DR_PD001,2,再診,紹介状無し,13
小児科,DR_PD001,2,初診,紹介状あり,6
小児科,DR_PD002,1,再診,紹介状無し,23
小児科,DR_PD002,1,初診,紹介状あり,5
小児科,DR_PD002,1,初診,紹介状無し,1
小児科,DR_PD002,3,再診,紹介状無し,10
小児科,DR_PD002,3,初診,紹介状あり,2
小児科,DR_PD003,1,再診,紹介状無し,15
小児科,DR_PD003,1,初診,紹介状あり,3
小児科,DR_PD003,2,再診,紹介状無し,17
小児科,DR_PD003,4,再診,紹介状無し,17
小児科,DR_PD003,4,初診,紹介状あり,7
小児科,DR_PD004,0,再診,紹介状無し,5
小児科,DR_PD004,0,初診,紹介状あり,3
小児科,DR_PD004,0,初診,紹介状無し,1
小児科,DR_PD004,3,再診,紹介状無し,21
小児科,DR_PD004,3,初診,紹介状あり,6
小児科,DR_PD004,4,再診,紹介状無し,7
小児科,DR_PD005,3,再診,紹介状無し,12
小児科,DR_PD005,3,初診,紹介状あり,2
小児科,DR_PD006,0,再診,紹介状無し,20
小児科,DR_PD006,0,初診,紹介状あり,1
小児科,DR_PD006,2,再診,紹介状無し,22
小児科,DR_PD006,4,再診,紹介状無し,25
小児科,DR_PD006,4,初診,紹介状あり,6
小児科,DR_PD007,0,再診,紹介状無し,4
小児科,DR_PD007,0,初診,紹介状あり,4
小児科,DR_PD007,1,再診,紹介状無し,20
小児科,DR_PD007,2,再診,紹介状無し,19
小児科,DR_PD007,2,初診,紹介状あり,7
小児科,DR_PD008,1,再診,紹介状無し,23
小児科,DR_PD008,4,再診,紹介状無し,23
小児科,DR_PD009,0,再診,紹介状無し,11
小児科,DR_PD009,0,初診,紹介状あり,2
小児科,DR_PD009,4,再診,紹介状無し,13
小児科,DR_PD009,4,初診,紹介状あり,1
小児科,DR_PD010,0,再診,紹介状無し,2
小児科,DR_PD010,0,初診,紹介状あり,2
小児科,DR_PD010,0,初診,紹介状無し,11
小児科,DR_PD010,1,再診,紹介状あり,1
小児科,DR_PD010,1,再診,紹介状無し,1
小児科,DR_PD010,1,初診,紹介状無し,6
小児科,DR_PD010,2,初診,紹介状あり,1
小児科,DR_PD010,2,初診,紹介状無し,8
小児科,DR_PD010,3,再診,紹介状無し,1
小児科,DR_PD010,3,初診,紹介状あり,2
小児科,DR_PD010,3,初診,紹介状無し,7
小児科,DR_PD010,4,再診,紹介状無し,1
小児科,DR_PD010,4,初診,紹介状あり,2
小児科,DR_PD010,4,初診,紹介状無し,10
小児科,DR_PD010,5,再診,紹介状あり,1
小児科,DR_PD010,5,再診,紹介状無し,1
小児科,DR_PD010,5,初診,紹介状あり,4
小児科,DR_PD010,5,初診,紹介状無し,14
小児科,DR_PD010,6,再診,紹介状無し,3
小児科,DR_PD010,6,初診,紹介状あり,2
小児科,DR_PD010,6,初診,紹介状無し,9
小児科,DR_PD011,0,再診,紹介状無し,2
小児科,DR_PD011,0,初診,紹介状あり,2
小児科,DR_PD011,0,初診,紹介状無し,1
小児科,DR_PD011,1,再診,紹介状無し,4
小児科,DR_PD011,1,初診,紹介状無し,1
小児科,DR_PD011,2,再診,紹介状無し,6
小児科,DR_PD011,2,初診,紹介状あり,2
小児科,DR_PD011,2,初診,紹介状無し,3
小児科,DR_PD011,3,再診,紹介状無し,3
小児科,DR_PD011,3,初診,紹介状あり,1
小児科,DR_PD011,4,再診,紹介状無し,3
小児科,DR_PD011,4,初診,紹介状あり,2
小児科,DR_PD011,4,初診,紹介状無し,1
小児科,DR_PD012,2,再診,紹介状無し,1
小児科,DR_PD012,3,再診,紹介状無し,1
小児科,DR_PD012,3,初診,紹介状あり,1
小児科,DR_PD013,1,再診,紹介状無し,4
小児科,DR_PD013,3,再診,紹介状無し,4
小児科,DR_PD013,4,再診,紹介状無し,1
小児科,DR_PD014,1,再診,紹介状無し,3
小児科,DR_PD014,3,再診,紹介状無し,2
小児科,DR_PD016,0,再診,紹介状無し,6
小児科,DR_PD016,3,再診,紹介状無し,12
小児科,DR_PD016,3,初診,紹介状あり,1
小児科,DR_PD018,3,再診,紹介状無し,8
小児科,DR_PD018,4,再診,紹介状無し,18
小児科,DR_PD018,4,初診,紹介状あり,2
小児科,DR_PD020,1,再診,紹介状無し,1
小児科,DR_PD020,3,再診,紹介状無し,1
小児科,DR_PD022,1,再診,紹介状無し,16
小児科,DR_PD022,1,初診,紹介状無し,1
小児科,DR_PD022,2,再診,紹介状無し,23
小児科,DR_PD022,3,再診,紹介状無し,5
小児科,DR_XX020,2,再診,紹介状あり,1
小児科,DR_XX020,2,再診,紹介状無し,7
小児科,DR_XX020,2,初診,紹介状あり,6
形成外科,DR_PD012,0,再診,紹介状無し,5
形成外科,DR_PD012,4,再診,紹介状無し,1
形成外科,DR_PS001,0,再診,紹介状無し,2
形成外科,DR_PS001,1,再診,紹介状無し,3
形成外科,DR_PS001,1,初診,紹介状あり,1
形成外科,DR_PS001,2,再診,紹介状無し,6
形成外科,DR_PS001,2,初診,紹介状あり,1
形成外科,DR_PS001,2,初診,紹介状無し,1
形成外科,DR_PS001,3,初診,紹介状あり,1
形成外科,DR_PS001,4,初診,紹介状あり,1
形成外科,DR_PS005,0,再診,紹介状無し,49
形成外科,DR_PS005,0,初診,紹介状あり,5
形成外科,DR_PS005,4,再診,紹介状無し,78
形成外科,DR_PS006,3,再診,紹介状無し,28
形成外科,DR_PS007,0,再診,紹介状無し,1
形成外科,DR_PS007,1,再診,紹介状無し,1
形成外科,DR_PS007,2,再診,紹介状無し,2
形成外科,DR_PS007,3,再診,紹介状無し,2
形成外科,DR_PS009,1,再診,紹介状無し,6
形成外科,DR_PS011,4,再診,紹介状無し,4
形成外科,DR_PS012,2,初診,紹介状無し,2
形成外科,DR_PS012,5,再診,紹介状無し,3
形成外科,DR_PS012,6,再診,紹介状無し,2
形成外科,DR_PS013,1,再診,紹介状無し,64
形成外科,DR_PS013,1,初診,紹介状あり,6
形成外科,DR_PS013,4,再診,紹介状無し,72
形成外科,DR_PS013,4,初診,紹介状あり,13
形成外科,DR_PS014,2,再診,紹介状無し,1
形成外科,DR_PS015,1,再診,紹介状無し,48
形成外科,DR_PS015,1,初診,紹介状あり,6
形成外科,DR_PS015,3,再診,紹介状無し,83
形成外科,DR_PS015,3,初診,紹介状あり,11
形成外科,DR_PS016,0,再診,紹介状無し,28
形成外科,DR_PS016,0,初診,紹介状あり,3
形成外科,DR_PS016,3,再診,紹介状無し,18
形成外科,DR_PS016,3,初診,紹介状あり,8
形成外科,DR_PS018,2,再診,紹介状無し,28
循環器内科,DR_CV001,0,再診,紹介状あり,1
循環器内科,DR_CV001,0,再診,紹介状無し,106
循環器内科,DR_CV001,0,初診,紹介状あり,4
循環器内科,DR_CV001,2,再診,紹介状無し,66
循環器内科,DR_CV001,2,初診,紹介状あり,26
循環器内科,DR_CV002,0,再診,紹介状あり,2
循環器内科,DR_CV002,0,再診,紹介状無し,29
循環器内科,DR_CV002,0,初診,紹介状あり,2
循環器内科,DR_CV002,0,初診,紹介状無し,1
循環器内科,DR_CV002,1,再診,紹介状無し,50
循環器内科,DR_CV002,1,初診,紹介状あり,3
循環器内科,DR_CV002,2,再診,紹介状あり,1
循環器内科,DR_CV002,2,再診,紹介状無し,36
循環器内科,DR_CV002,2,初診,紹介状あり,2
循環器内科,DR_CV002,3,再診,紹介状無し,37
循環器内科,DR_CV002,3,初診,紹介状あり,6
循環器内科,DR_CV002,4,再診,紹介状あり,1
循環器内科,DR_CV002,4,再診,紹介状無し,39
循環器内科,DR_CV002,4,初診,紹介状あり,7
循環器内科,DR_CV002,4,初診,紹介状無し,1
循環器内科,DR_CV003,2,再診,紹介状無し,102
循環器内科,DR_CV004,2,再診,紹介状無し,93
循環器内科,DR_CV004,2,初診,紹介状あり,13
循環器内科,DR_CV004,2,初診,紹介状無し,2
循環器内科,DR_CV005,0,再診,紹介状あり,3
循環器内科,DR_CV005,0,再診,紹介状無し,7
循環器内科,DR_CV005,0,初診,紹介状無し,2
循環器内科,DR_CV005,1,再診,紹介状あり,1
循環器内科,DR_CV005,1,再診,紹介状無し,3
循環器内科,DR_CV005,1,初診,紹介状あり,1
循環器内科,DR_CV005,2,再診,紹介状あり,1
循環器内科,DR_CV005,2,初診,紹介状無し,1
