診療科名,曜日,時間帯ゾーン,初再診区分,件数
メンタルケア科,3,午前(〜12時),再診,25
メンタルケア科,3,午後前半(12-15時),再診,6
メンタルケア科,3,午後後半(15-17時),再診,2
メンタルケア科,4,午前(〜12時),再診,20
メンタルケア科,4,午後前半(12-15時),再診,4
メンタルケア科,4,午後後半(15-17時),再診,2
メンタルケア科,4,夕方以降(17時〜),再診,2
リウマチ膠原病内科,0,午前(〜12時),再診,147
リウマチ膠原病内科,0,午前(〜12時),初診,4
リウマチ膠原病内科,0,午後前半(12-15時),再診,28
リウマチ膠原病内科,0,午後後半(15-17時),再診,1
リウマチ膠原病内科,0,夕方以降(17時〜),再診,2
リウマチ膠原病内科,1,午前(〜12時),再診,201
リウマチ膠原病内科,1,午前(〜12時),初診,5
リウマチ膠原病内科,1,午後前半(12-15時),再診,14
リウマチ膠原病内科,1,午後後半(15-17時),再診,5
リウマチ膠原病内科,2,午前(〜12時),再診,134
リウマチ膠原病内科,2,午前(〜12時),初診,3
リウマチ膠原病内科,2,午後前半(12-15時),再診,46
リウマチ膠原病内科,2,午後前半(12-15時),初診,4
リウマチ膠原病内科,2,午後後半(15-17時),再診,2
リウマチ膠原病内科,3,午前(〜12時),再診,182
リウマチ膠原病内科,3,午前(〜12時),初診,7
リウマチ膠原病内科,3,午後前半(12-15時),再診,57
リウマチ膠原病内科,3,午後前半(12-15時),初診,1
リウマチ膠原病内科,3,午後後半(15-17時),再診,1
リウマチ膠原病内科,3,夕方以降(17時〜),再診,1
リウマチ膠原病内科,4,午前(〜12時),再診,155
リウマチ膠原病内科,4,午前(〜12時),初診,6
リウマチ膠原病内科,4,午後前半(12-15時),再診,35
リウマチ膠原病内科,4,午後後半(15-17時),再診,6
リウマチ膠原病内科,4,夕方以降(17時〜),再診,1
一般消化器外科,0,午前(〜12時),再診,158
一般消化器外科,0,午前(〜12時),初診,8
一般消化器外科,0,午後前半(12-15時),再診,56
一般消化器外科,0,午後前半(12-15時),初診,9
一般消化器外科,0,午後後半(15-17時),再診,8
一般消化器外科,0,夕方以降(17時〜),再診,2
一般消化器外科,1,午前(〜12時),再診,201
一般消化器外科,1,午前(〜12時),初診,6
一般消化器外科,1,午後前半(12-15時),再診,30
一般消化器外科,1,午後後半(15-17時),再診,4
一般消化器外科,2,午前(〜12時),再診,190
一般消化器外科,2,午前(〜12時),初診,9
一般消化器外科,2,午後前半(12-15時),再診,44
一般消化器外科,2,午後前半(12-15時),初診,3
一般消化器外科,2,午後後半(15-17時),再診,10
一般消化器外科,2,夕方以降(17時〜),再診,3
一般消化器外科,2,夕方以降(17時〜),初診,3
一般消化器外科,3,午前(〜12時),再診,277
一般消化器外科,3,午前(〜12時),初診,12
一般消化器外科,3,午後前半(12-15時),再診,59
一般消化器外科,3,午後前半(12-15時),初診,1
一般消化器外科,3,午後後半(15-17時),再診,12
一般消化器外科,3,午後後半(15-17時),初診,1
一般消化器外科,3,夕方以降(17時〜),再診,1
一般消化器外科,3,夕方以降(17時〜),初診,1
一般消化器外科,4,午前(〜12時),再診,80
一般消化器外科,4,午前(〜12時),初診,3
一般消化器外科,4,午後前半(12-15時),再診,9
一般消化器外科,4,午後後半(15-17時),初診,1
一般消化器外科,4,夕方以降(17時〜),再診,3
一般消化器外科,5,午前(〜12時),再診,2
一般消化器外科,5,午後前半(12-15時),再診,1
一般消化器外科,5,午後前半(12-15時),初診,1
一般消化器外科,6,午前(〜12時),再診,2
一般消化器外科,6,夕方以降(17時〜),再診,2
一般消化器外科,6,夕方以降(17時〜),初診,1
中央処置室,0,午前(〜12時),再診,39
中央処置室,1,午前(〜12時),再診,34
中央処置室,1,午後前半(12-15時),再診,4
中央処置室,2,午前(〜12時),再診,18
中央処置室,2,午後前半(12-15時),再診,6
中央処置室,3,午前(〜12時),再診,33
中央処置室,3,午後前半(12-15時),再診,3
中央処置室,3,午後後半(15-17時),再診,1
中央処置室,4,午前(〜12時),再診,21
中央処置室,4,午後前半(12-15時),再診,4
中央処置室,4,午後後半(15-17時),再診,1
乳腺外科,0,午前(〜12時),再診,300
乳腺外科,0,午前(〜12時),初診,17
乳腺外科,0,午後前半(12-15時),再診,32
乳腺外科,0,午後後半(15-17時),再診,8
乳腺外科,1,午前(〜12時),再診,290
乳腺外科,1,午前(〜12時),初診,13
乳腺外科,1,午後前半(12-15時),再診,86
乳腺外科,1,午後前半(12-15時),初診,2
乳腺外科,1,午後後半(15-17時),再診,7
乳腺外科,2,午前(〜12時),再診,288
乳腺外科,2,午前(〜12時),初診,17
乳腺外科,2,午後前半(12-15時),再診,50
乳腺外科,2,午後後半(15-17時),再診,7
乳腺外科,3,午前(〜12時),再診,83
乳腺外科,3,午前(〜12時),初診,7
乳腺外科,3,午後前半(12-15時),再診,19
乳腺外科,3,午後前半(12-15時),初診,1
乳腺外科,3,午後後半(15-17時),再診,5
乳腺外科,4,午前(〜12時),再診,280
乳腺外科,4,午前(〜12時),初診,16
乳腺外科,4,午後前半(12-15時),再診,36
乳腺外科,4,午後前半(12-15時),初診,1
乳腺外科,4,午後後半(15-17時),再診,13
乳腺外科,4,夕方以降(17時〜),再診,1
乳腺外科,6,午前(〜12時),再診,2
乳腺外科,6,夕方以降(17時〜),再診,1
健診センター,1,午前(〜12時),再診,16
健診センター,1,午後前半(12-15時),再診,4
健診センター,2,午前(〜12時),再診,19
健診センター,2,午後前半(12-15時),再診,2
健診センター,2,午後後半(15-17時),再診,1
健診センター,3,午前(〜12時),再診,12
健診センター,4,午前(〜12時),再診,15
入退院支援センター,0,午前(〜12時),再診,94
入退院支援センター,0,午後前半(12-15時),再診,30
入退院支援センター,0,午後後半(15-17時),再診,6
入退院支援センター,1,午前(〜12時),再診,87
入退院支援センター,1,午後前半(12-15時),再診,37
入退院支援センター,1,午後後半(15-17時),再診,3
入退院支援センター,2,午前(〜12時),再診,94
入退院支援センター,2,午後前半(12-15時),再診,39
入退院支援センター,2,午後後半(15-17時),再診,2
入退院支援センター,3,午前(〜12時),再診,83
入退院支援センター,3,午後前半(12-15時),再診,33
入退院支援センター,3,午後後半(15-17時),再診,4
入退院支援センター,4,午前(〜12時),再診,89
入退院支援センター,4,午後前半(12-15時),再診,42
入退院支援センター,4,午後後半(15-17時),再診,8
内科,0,午前(〜12時),再診,10
内科,0,午前(〜12時),初診,20
内科,0,午後前半(12-15時),再診,2
内科,0,午後前半(12-15時),初診,1
内科,0,午後後半(15-17時),再診,2
内科,0,午後後半(15-17時),初診,2
内科,0,夕方以降(17時〜),再診,16
内科,0,夕方以降(17時〜),初診,17
内科,1,午前(〜12時),再診,5
内科,1,午前(〜12時),初診,17
内科,1,午後前半(12-15時),再診,3
内科,1,午後前半(12-15時),初診,3
内科,1,午後後半(15-17時),再診,2
内科,1,夕方以降(17時〜),再診,7
内科,1,夕方以降(17時〜),初診,20
内科,2,午前(〜12時),再診,7
内科,2,午前(〜12時),初診,10
内科,2,午後前半(12-15時),初診,1
内科,2,午後後半(15-17時),初診,1
内科,2,夕方以降(17時〜),再診,5
内科,2,夕方以降(17時〜),初診,11
内科,3,午前(〜12時),再診,3
内科,3,午前(〜12時),初診,7
内科,3,午後後半(15-17時),初診,1
内科,3,夕方以降(17時〜),再診,12
内科,3,夕方以降(17時〜),初診,17
内科,4,午前(〜12時),再診,8
内科,4,午前(〜12時),初診,8
内科,4,午後前半(12-15時),再診,1
内科,4,午後前半(12-15時),初診,2
内科,4,午後後半(15-17時),再診,1
内科,4,夕方以降(17時〜),再診,9
内科,4,夕方以降(17時〜),初診,9
内科,5,午前(〜12時),再診,9
内科,5,午前(〜12時),初診,14
内科,5,午後前半(12-15時),再診,2
内科,5,午後前半(12-15時),初診,6
内科,5,午後後半(15-17時),再診,1
内科,5,夕方以降(17時〜),再診,12
内科,5,夕方以降(17時〜),初診,13
内科,6,午前(〜12時),再診,13
内科,6,午前(〜12時),初診,18
内科,6,午後前半(12-15時),再診,2
内科,6,午後前半(12-15時),初診,4
内科,6,午後後半(15-17時),再診,1
内科,6,午後後半(15-17時),初診,3
内科,6,夕方以降(17時〜),再診,11
内科,6,夕方以降(17時〜),初診,18
呼吸器内科,0,午前(〜12時),再診,144
呼吸器内科,0,午前(〜12時),初診,13
呼吸器内科,0,午後前半(12-15時),再診,59
呼吸器内科,0,午後前半(12-15時),初診,4
呼吸器内科,0,午後後半(15-17時),再診,6
呼吸器内科,0,夕方以降(17時〜),再診,1
呼吸器内科,1,午前(〜12時),再診,254
呼吸器内科,1,午前(〜12時),初診,16
呼吸器内科,1,午後前半(12-15時),再診,98
呼吸器内科,1,午後前半(12-15時),初診,4
呼吸器内科,1,午後後半(15-17時),再診,5
呼吸器内科,1,夕方以降(17時〜),再診,2
呼吸器内科,2,午前(〜12時),再診,142
呼吸器内科,2,午前(〜12時),初診,9
呼吸器内科,2,午後前半(12-15時),再診,71
呼吸器内科,2,午後前半(12-15時),初診,3
呼吸器内科,2,午後後半(15-17時),再診,7
呼吸器内科,2,夕方以降(17時〜),再診,2
呼吸器内科,3,午前(〜12時),再診,169
呼吸器内科,3,午前(〜12時),初診,10
呼吸器内科,3,午後前半(12-15時),再診,89
呼吸器内科,3,午後後半(15-17時),再診,5
呼吸器内科,3,夕方以降(17時〜),再診,2
呼吸器内科,4,午前(〜12時),再診,168
呼吸器内科,4,午前(〜12時),初診,10
呼吸器内科,4,午後前半(12-15時),再診,45
呼吸器内科,4,午後前半(12-15時),初診,3
呼吸器内科,4,午後後半(15-17時),再診,1
呼吸器内科,4,夕方以降(17時〜),再診,1
呼吸器内科,4,夕方以降(17時〜),初診,1
呼吸器内科,5,午前(〜12時),再診,4
呼吸器内科,6,午前(〜12時),再診,2
呼吸器外科,0,午前(〜12時),再診,38
呼吸器外科,0,午前(〜12時),初診,3
呼吸器外科,0,午後前半(12-15時),再診,5
呼吸器外科,1,午前(〜12時),再診,1
呼吸器外科,2,午前(〜12時),再診,51
呼吸器外科,2,午前(〜12時),初診,1
呼吸器外科,2,午後前半(12-15時),初診,1
呼吸器外科,3,午前(〜12時),再診,64
呼吸器外科,3,午前(〜12時),初診,1
呼吸器外科,3,午後前半(12-15時),再診,30
呼吸器外科,3,午後後半(15-17時),再診,3
呼吸器外科,3,夕方以降(17時〜),再診,1
呼吸器外科,4,午後前半(12-15時),再診,7
外来手術室,0,午前(〜12時),再診,98
外来手術室,0,午後前半(12-15時),再診,16
外来手術室,1,午前(〜12時),再診,62
外来手術室,1,午後前半(12-15時),再診,4
外来手術室,1,午後後半(15-17時),再診,4
外来手術室,2,午前(〜12時),再診,91
外来手術室,2,午後前半(12-15時),再診,8
外来手術室,2,午後後半(15-17時),再診,1
外来手術室,3,午前(〜12時),再診,81
外来手術室,3,午後前半(12-15時),再診,12
外来手術室,3,午後後半(15-17時),再診,3
外来手術室,4,午前(〜12時),再診,82
外来手術室,4,午後前半(12-15時),再診,1
小児科,0,午前(〜12時),再診,42
小児科,0,午前(〜12時),初診,20
小児科,0,午後前半(12-15時),再診,29
小児科,0,午後前半(12-15時),初診,7
小児科,0,午後後半(15-17時),再診,15
小児科,0,午後後半(15-17時),初診,2
小児科,0,夕方以降(17時〜),再診,2
小児科,0,夕方以降(17時〜),初診,9
小児科,1,午前(〜12時),再診,84
小児科,1,午前(〜12時),初診,12
小児科,1,午後前半(12-15時),再診,20
小児科,1,午後前半(12-15時),初診,2
小児科,1,午後後半(15-17時),再診,14
小児科,1,午後後半(15-17時),初診,2
小児科,1,夕方以降(17時〜),再診,3
小児科,2,午前(〜12時),再診,38
小児科,2,午前(〜12時),初診,10
小児科,2,午後前半(12-15時),再診,18
小児科,2,午後前半(12-15時),初診,4
小児科,2,午後後半(15-17時),再診,18
小児科,2,夕方以降(17時〜),再診,2
小児科,2,夕方以降(17時〜),初診,1
小児科,3,午前(〜12時),再診,51
小児科,3,午前(〜12時),初診,10
小児科,3,午後前半(12-15時),再診,21
小児科,3,午後前半(12-15時),初診,5
小児科,3,午後後半(15-17時),再診,13
小児科,3,午後後半(15-17時),初診,1
小児科,3,夕方以降(17時〜),初診,2
小児科,4,午前(〜12時),再診,46
小児科,4,午前(〜12時),初診,15
小児科,4,午後前半(12-15時),再診,3
小児科,4,午後前半(12-15時),初診,1
小児科,4,午後後半(15-17時),再診,9
小児科,4,午後後半(15-17時),初診,1
小児科,4,夕方以降(17時〜),初診,2
小児科,5,午前(〜12時),初診,4
小児科,5,午後後半(15-17時),初診,2
小児科,5,夕方以降(17時〜),再診,1
小児科,5,夕方以降(17時〜),初診,3
小児科,6,午前(〜12時),再診,1
小児科,6,午前(〜12時),初診,2
小児科,6,午後前半(12-15時),初診,2
小児科,6,午後後半(15-17時),再診,1
小児科,6,午後後半(15-17時),初診,1
小児科,6,夕方以降(17時〜),初診,6
形成外科,0,午前(〜12時),再診,117
形成外科,0,午前(〜12時),初診,7
形成外科,0,午後前半(12-15時),再診,11
形成外科,0,午後前半(12-15時),初診,1
形成外科,0,午後後半(15-17時),再診,6
形成外科,1,午前(〜12時),再診,103
形成外科,1,午前(〜12時),初診,11
形成外科,1,午後前半(12-15時),再診,16
形成外科,1,午後後半(15-17時),再診,4
形成外科,1,午後後半(15-17時),初診,1
形成外科,2,午前(〜12時),再診,29
形成外科,2,午後前半(12-15時),再診,5
形成外科,2,午後後半(15-17時),再診,3
形成外科,2,午後後半(15-17時),初診,1
形成外科,2,夕方以降(17時〜),再診,1
形成外科,2,夕方以降(17時〜),初診,1
形成外科,3,午前(〜12時),再診,115
形成外科,3,午前(〜12時),初診,10
形成外科,3,午後前半(12-15時),再診,26
形成外科,3,午後前半(12-15時),初診,1
形成外科,3,午後後半(15-17時),再診,4
形成外科,4,午前(〜12時),再診,96
形成外科,4,午前(〜12時),初診,7
形成外科,4,午後前半(12-15時),再診,9
形成外科,4,午後後半(15-17時),再診,4
形成外科,4,午後後半(15-17時),初診,1
形成外科,4,夕方以降(17時〜),再診,1
形成外科,5,午前(〜12時),再診,1
形成外科,5,午前(〜12時),初診,1
形成外科,5,午後前半(12-15時),初診,1
形成外科,5,午後後半(15-17時),再診,1
形成外科,5,午後後半(15-17時),初診,2
循環器内科,0,午前(〜12時),再診,229
循環器内科,0,午前(〜12時),初診,35
循環器内科,0,午後前半(12-15時),再診,50
循環器内科,0,午後前半(12-15時),初診,2
循環器内科,0,午後後半(15-17時),再診,15
循環器内科,0,午後後半(15-17時),初診,2
循環器内科,0,夕方以降(17時〜),再診,3
循環器内科,0,夕方以降(17時〜),初診,1
循環器内科,1,午前(〜12時),再診,125
循環器内科,1,午前(〜12時),初診,18
循環器内科,1,午後前半(12-15時),再診,62
循環器内科,1,午後前半(12-15時),初診,2
循環器内科,1,午後後半(15-17時),再診,9
循環器内科,1,夕方以降(17時〜),再診,2
循環器内科,1,夕方以降(17時〜),初診,1
循環器内科,2,午前(〜12時),再診,307
循環器内科,2,午前(〜12時),初診,27
循環器内科,2,午後前半(12-15時),再診,18
循環器内科,2,午後前半(12-15時),初診,2
循環器内科,2,午後後半(15-17時),再診,5
循環器内科,2,午後後半(15-17時),初診,1
循環器内科,2,夕方以降(17時〜),再診,5
循環器内科,2,夕方以降(17時〜),初診,1
循環器内科,3,午前(〜12時),再診,139
循環器内科,3,午前(〜12時),初診,10
循環器内科,3,午後前半(12-15時),再診,138
循環器内科,3,午後後半(15-17時),再診,22
循環器内科,3,夕方以降(17時〜),再診,1
循環器内科,3,夕方以降(17時〜),初診,3
循環器内科,4,午前(〜12時),再診,229
循環器内科,4,午前(〜12時),初診,13
循環器内科,4,午後前半(12-15時),再診,75
循環器内科,4,午後後半(15-17時),再診,8
循環器内科,4,午後後半(15-17時),初診,1
循環器内科,4,夕方以降(17時〜),再診,3
循環器内科,5,午前(〜12時),再診,3
循環器内科,5,午前(〜12時),初診,1
循環器内科,6,午前(〜12時),再診,1
循環器内科,6,午後前半(12-15時),初診,1
循環器内科,6,午後後半(15-17時),初診,2
循環器内科,6,夕方以降(17時〜),初診,1
心臓血管外科,1,午前(〜12時),再診,34
心臓血管外科,1,午前(〜12時),初診,1
心臓血管外科,1,午後前半(12-15時),再診,21
心臓血管外科,2,午後前半(12-15時),再診,1
心臓血管外科,3,午前(〜12時),再診,1
心臓血管外科,4,午前(〜12時),再診,101
心臓血管外科,4,午前(〜12時),初診,1
心臓血管外科,4,午後前半(12-15時),再診,21
心臓血管外科,4,午後後半(15-17時),再診,1
心臓血管外科,5,夕方以降(17時〜),再診,1
感染症,0,午前(〜12時),再診,1
感染症,0,午後前半(12-15時),再診,3
感染症,0,午後後半(15-17時),再診,1
感染症,1,午前(〜12時),再診,7
感染症,1,午後前半(12-15時),再診,1
感染症,2,午前(〜12時),再診,1
感染症,3,午前(〜12時),再診,3
感染症,4,午前(〜12時),再診,7
放射線治療科,0,午前(〜12時),再診,121
放射線治療科,0,午前(〜12時),初診,3
放射線治療科,0,午後前半(12-15時),再診,49
放射線治療科,0,午後前半(12-15時),初診,1
放射線治療科,0,午後後半(15-17時),再診,6
放射線治療科,1,午前(〜12時),再診,138
放射線治療科,1,午後前半(12-15時),再診,38
放射線治療科,1,午後後半(15-17時),再診,14
放射線治療科,1,夕方以降(17時〜),再診,2
放射線治療科,2,午前(〜12時),再診,157
放射線治療科,2,午後前半(12-15時),再診,61
放射線治療科,2,午後前半(12-15時),初診,2
放射線治療科,2,午後後半(15-17時),再診,9
放射線治療科,3,午前(〜12時),再診,76
放射線治療科,3,午前(〜12時),初診,2
放射線治療科,3,午後前半(12-15時),再診,26
放射線治療科,3,午後後半(15-17時),再診,5
放射線治療科,4,午前(〜12時),再診,147
放射線治療科,4,午後前半(12-15時),再診,41
放射線治療科,4,午後後半(15-17時),再診,8
放射線診断科,4,午後後半(15-17時),再診,1
救急科,0,午前(〜12時),再診,15
救急科,0,午前(〜12時),初診,14
救急科,0,午後前半(12-15時),再診,9
救急科,0,午後前半(12-15時),初診,8
救急科,0,午後後半(15-17時),再診,4
救急科,0,午後後半(15-17時),初診,8
救急科,0,夕方以降(17時〜),再診,2
救急科,0,夕方以降(17時〜),初診,3
救急科,1,午前(〜12時),再診,8
救急科,1,午前(〜12時),初診,26
救急科,1,午後前半(12-15時),再診,11
救急科,1,午後前半(12-15時),初診,6
救急科,1,午後後半(15-17時),再診,2
救急科,1,午後後半(15-17時),初診,5
救急科,1,夕方以降(17時〜),再診,1
救急科,1,夕方以降(17時〜),初診,6
救急科,2,午前(〜12時),再診,4
救急科,2,午前(〜12時),初診,11
救急科,2,午後前半(12-15時),再診,4
救急科,2,午後前半(12-15時),初診,13
救急科,2,午後後半(15-17時),再診,2
救急科,2,午後後半(15-17時),初診,4
救急科,2,夕方以降(17時〜),再診,5
救急科,2,夕方以降(17時〜),初診,3
救急科,3,午前(〜12時),再診,8
救急科,3,午前(〜12時),初診,12
救急科,3,午後前半(12-15時),再診,4
救急科,3,午後前半(12-15時),初診,9
救急科,3,午後後半(15-17時),再診,1
救急科,3,午後後半(15-17時),初診,6
救急科,3,夕方以降(17時〜),再診,1
救急科,3,夕方以降(17時〜),初診,4
救急科,4,午前(〜12時),再診,10
救急科,4,午前(〜12時),初診,13
救急科,4,午後前半(12-15時),再診,1
救急科,4,午後前半(12-15時),初診,9
救急科,4,午後後半(15-17時),再診,1
救急科,4,午後後半(15-17時),初診,4
救急科,4,夕方以降(17時〜),再診,1
救急科,4,夕方以降(17時〜),初診,9
救急科,5,午前(〜12時),再診,8
救急科,5,午前(〜12時),初診,11
救急科,5,午後前半(12-15時),再診,3
救急科,5,午後前半(12-15時),初診,10
救急科,5,午後後半(15-17時),再診,2
救急科,5,午後後半(15-17時),初診,5
救急科,5,夕方以降(17時〜),再診,2
救急科,5,夕方以降(17時〜),初診,4
救急科,6,午前(〜12時),再診,5
救急科,6,午前(〜12時),初診,9
救急科,6,午後前半(12-15時),再診,1
救急科,6,午後前半(12-15時),初診,8
救急科,6,午後後半(15-17時),再診,3
救急科,6,午後後半(15-17時),初診,7
救急科,6,夕方以降(17時〜),再診,1
救急科,6,夕方以降(17時〜),初診,7
整形外科,0,午前(〜12時),再診,226
整形外科,0,午前(〜12時),初診,36
整形外科,0,午後前半(12-15時),再診,58
整形外科,0,午後前半(12-15時),初診,7
整形外科,0,午後後半(15-17時),再診,12
整形外科,0,夕方以降(17時〜),再診,2
整形外科,0,夕方以降(17時〜),初診,4
整形外科,1,午前(〜12時),再診,377
整形外科,1,午前(〜12時),初診,57
整形外科,1,午後前半(12-15時),再診,41
整形外科,1,午後前半(12-15時),初診,7
整形外科,1,午後後半(15-17時),再診,7
整形外科,1,午後後半(15-17時),初診,3
整形外科,1,夕方以降(17時〜),再診,3
整形外科,2,午前(〜12時),再診,180
整形外科,2,午前(〜12時),初診,29
整形外科,2,午後前半(12-15時),再診,48
整形外科,2,午後前半(12-15時),初診,10
整形外科,2,午後後半(15-17時),再診,4
整形外科,3,午前(〜12時),再診,198
整形外科,3,午前(〜12時),初診,15
整形外科,3,午後前半(12-15時),再診,48
整形外科,3,午後前半(12-15時),初診,5
整形外科,3,午後後半(15-17時),再診,13
整形外科,3,午後後半(15-17時),初診,1
整形外科,4,午前(〜12時),再診,265
整形外科,4,午前(〜12時),初診,48
整形外科,4,午後前半(12-15時),再診,62
整形外科,4,午後前半(12-15時),初診,1
整形外科,4,午後後半(15-17時),再診,32
整形外科,4,夕方以降(17時〜),再診,1
整形外科,5,午前(〜12時),初診,2
整形外科,5,午後前半(12-15時),初診,1
整形外科,6,午前(〜12時),再診,2
整形外科,6,午前(〜12時),初診,1
整形外科,6,午後前半(12-15時),初診,2
整形外科,6,夕方以降(17時〜),再診,3
歯科口腔外科,0,午前(〜12時),再診,111
歯科口腔外科,0,午前(〜12時),初診,45
歯科口腔外科,0,午後前半(12-15時),再診,46
歯科口腔外科,0,午後前半(12-15時),初診,3
歯科口腔外科,0,午後後半(15-17時),再診,11
歯科口腔外科,1,午前(〜12時),再診,145
歯科口腔外科,1,午前(〜12時),初診,41
歯科口腔外科,1,午後前半(12-15時),再診,52
歯科口腔外科,1,午後前半(12-15時),初診,4
歯科口腔外科,1,午後後半(15-17時),再診,20
歯科口腔外科,2,午前(〜12時),再診,77
歯科口腔外科,2,午前(〜12時),初診,52
歯科口腔外科,2,午後前半(12-15時),再診,36
歯科口腔外科,2,午後前半(12-15時),初診,1
歯科口腔外科,2,午後後半(15-17時),再診,18
歯科口腔外科,3,午前(〜12時),再診,141
歯科口腔外科,3,午前(〜12時),初診,40
歯科口腔外科,3,午後前半(12-15時),再診,47
歯科口腔外科,3,午後前半(12-15時),初診,3
歯科口腔外科,3,午後後半(15-17時),再診,24
歯科口腔外科,3,夕方以降(17時〜),再診,2
歯科口腔外科,4,午前(〜12時),再診,97
歯科口腔外科,4,午前(〜12時),初診,32
歯科口腔外科,4,午後前半(12-15時),再診,31
歯科口腔外科,4,午後前半(12-15時),初診,2
歯科口腔外科,4,午後後半(15-17時),再診,13
歯科口腔外科,4,午後後半(15-17時),初診,1
歯科口腔外科,5,午前(〜12時),再診,1
泌尿器科,0,午前(〜12時),再診,646
泌尿器科,0,午前(〜12時),初診,20
泌尿器科,0,午後前半(12-15時),再診,158
泌尿器科,0,午後前半(12-15時),初診,4
泌尿器科,0,午後後半(15-17時),再診,16
泌尿器科,1,午前(〜12時),再診,622
泌尿器科,1,午前(〜12時),初診,20
泌尿器科,1,午後前半(12-15時),再診,145
泌尿器科,1,午後前半(12-15時),初診,3
泌尿器科,1,午後後半(15-17時),再診,11
泌尿器科,1,夕方以降(17時〜),初診,3
泌尿器科,2,午前(〜12時),再診,750
泌尿器科,2,午前(〜12時),初診,13
泌尿器科,2,午後前半(12-15時),再診,245
泌尿器科,2,午後前半(12-15時),初診,10
泌尿器科,2,午後後半(15-17時),再診,23
泌尿器科,2,夕方以降(17時〜),再診,8
泌尿器科,2,夕方以降(17時〜),初診,2
泌尿器科,3,午前(〜12時),再診,126
泌尿器科,3,午前(〜12時),初診,11
泌尿器科,3,午後前半(12-15時),再診,27
泌尿器科,3,午後前半(12-15時),初診,3
泌尿器科,3,午後後半(15-17時),再診,3
泌尿器科,4,午前(〜12時),再診,570
泌尿器科,4,午前(〜12時),初診,15
泌尿器科,4,午後前半(12-15時),再診,195
泌尿器科,4,午後前半(12-15時),初診,18
泌尿器科,4,午後後半(15-17時),再診,21
泌尿器科,5,午前(〜12時),再診,1
泌尿器科,5,夕方以降(17時〜),再診,1
泌尿器科,6,午前(〜12時),再診,7
泌尿器科,6,午後前半(12-15時),再診,2
消化器内科,0,午前(〜12時),再診,264
消化器内科,0,午前(〜12時),初診,36
消化器内科,0,午後前半(12-15時),再診,116
消化器内科,0,午後前半(12-15時),初診,7
消化器内科,0,午後後半(15-17時),再診,6
消化器内科,0,夕方以降(17時〜),再診,1
消化器内科,1,午前(〜12時),再診,142
消化器内科,1,午前(〜12時),初診,20
消化器内科,1,午後前半(12-15時),再診,57
消化器内科,1,午後前半(12-15時),初診,2
消化器内科,1,午後後半(15-17時),再診,1
消化器内科,1,夕方以降(17時〜),再診,1
消化器内科,2,午前(〜12時),再診,211
消化器内科,2,午前(〜12時),初診,27
消化器内科,2,午後前半(12-15時),再診,78
消化器内科,2,午後前半(12-15時),初診,1
消化器内科,2,午後後半(15-17時),再診,5
